158,MD20 Flat,  15.75 ,  14.75 ,  13.75 ,  12.75 ,  14.75 ,  13.75 ,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL
159,MD20 Flat DF,  15.75 ,  14.75 ,  13.75 ,  12.75 ,  14.75 ,  13.75 ,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL
160,MD20 Frame,  15.75 ,  14.75 ,  13.75 ,  12.75 ,  14.75 ,  13.75 ,0,0,0,0,0,0,0,1,3,NULL,NULL,NULL
161,MD20 French,  15.75 ,  14.75 ,  13.75 ,  12.75 ,  14.75 ,  13.75 ,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL
162,MD20 Solid,  19.50 ,  18.50 ,  17.50 ,  16.50 ,  18.50 ,  17.50 ,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL
163,MD20 Solid DF,  19.50 ,  18.50 ,  17.50 ,  16.50 ,  18.50 ,  17.50 ,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL
164,MD21 Flat,  15.75 ,  14.75 ,  13.75 ,  12.75 ,  14.75 ,  13.75 ,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL
165,MD21 Flat DF,  15.75 ,  14.75 ,  13.75 ,  12.75 ,  14.75 ,  13.75 ,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL
166,MD21 Frame,  15.75 ,  14.75 ,  13.75 ,  12.75 ,  14.75 ,  13.75 ,0,0,0,0,0,0,0,1,3,NULL,NULL,NULL
167,MD21 French,  15.75 ,  14.75 ,  13.75 ,  12.75 ,  14.75 ,  13.75 ,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL
168,MD21 Solid,  19.50 ,  18.50 ,  17.50 ,  16.50 ,  18.50 ,  17.50 ,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL
169,MD21 Solid DF,  19.50 ,  18.50 ,  17.50 ,  16.50 ,  18.50 ,  17.50 ,0,0,0,0,0,0,0,0,3,NULL,NULL,NULL
